#Thorlabs FTS
[SpectrumHeader]
#Date	20181016
#Time	14525952
#GMTTime	6525952
#XAxisUnit	nm_air
#YAxisUnit	intensity
#Average	1
#RollingAverage	0
#SpectrumSmooth	0
#SSmoothParam1	0
#SSmoothParam2	0
#SSmoothParam3	0
#SSmoothParam4	0
#IntegrationTime	2670.000000
#TriggerMode	0
#InterferometerSerial	M00445812
#Source	
#AirMeasureOpt	0
#WnrMin	13399.629883
#WnrMax	31065.896484
#Length	3648
#Resolution	0.0000000000e+00
#ADC	0
#Instrument	0
#InstrModel	CCS100
#Type	emission
#AirTemp	0.00
#AirPressure	0.00
#AirRelHum	0.00
#Name	
#Comment	""
[Data]
3.218963928e+02	1.002168655e-01
3.220053101e+02	6.966192275e-02
3.221142578e+02	7.822040468e-02
3.222232056e+02	6.879058480e-02
3.223321533e+02	7.876256853e-02
3.224411316e+02	6.850013882e-02
3.225500793e+02	6.871312857e-02
3.226590576e+02	7.318600267e-02
3.227680359e+02	7.752333581e-02
3.228770142e+02	6.757070869e-02
3.229859924e+02	6.350445747e-02
3.230950012e+02	7.907237858e-02
3.232039795e+02	7.744587958e-02
3.233129883e+02	9.223927557e-02
3.234219971e+02	6.596357375e-02
3.235310364e+02	8.178321272e-02
3.236400452e+02	7.558702677e-02
3.237490845e+02	7.399924845e-02
3.238580933e+02	6.476306170e-02
3.239671326e+02	7.976944745e-02
3.240761719e+02	7.779441774e-02
3.241852417e+02	6.460815668e-02
3.242942810e+02	6.652510166e-02
3.244033508e+02	8.098932356e-02
3.245124207e+02	8.325480670e-02
3.246214905e+02	6.435643882e-02
3.247305603e+02	6.307847053e-02
3.248396606e+02	8.569455147e-02
3.249487305e+02	8.058270067e-02
3.250578308e+02	6.269121170e-02
3.251669312e+02	6.985554844e-02
3.252760315e+02	7.949836552e-02
3.253851318e+02	8.875392377e-02
3.254942627e+02	6.981682777e-02
3.256033936e+02	7.026217878e-02
3.257125244e+02	8.902500570e-02
3.258216553e+02	7.605174184e-02
3.259307861e+02	6.797733158e-02
3.260399170e+02	7.953709364e-02
3.261490784e+02	7.756205648e-02
3.262582397e+02	8.766958863e-02
3.263674011e+02	6.733834743e-02
3.264765625e+02	7.181122154e-02
3.265857239e+02	8.648844063e-02
3.266949158e+02	9.022551775e-02
3.268040771e+02	7.715543360e-02
3.269132690e+02	6.791923940e-02
3.270224609e+02	9.008997679e-02
3.271316833e+02	8.441659063e-02
3.272408752e+02	7.438651472e-02
3.273500977e+02	7.190804183e-02
3.274593201e+02	9.123239666e-02
3.275685120e+02	8.536538482e-02
3.276777649e+02	8.238346875e-02
3.277869873e+02	7.483186573e-02
3.278962402e+02	7.961454242e-02
3.280054626e+02	8.637226373e-02
3.281147156e+02	7.097861171e-02
3.282239685e+02	7.550957054e-02
3.283332520e+02	8.348716050e-02
3.284425049e+02	7.667135447e-02
3.285517883e+02	7.245020568e-02
3.286610413e+02	8.503621072e-02
3.287703247e+02	8.722423762e-02
3.288796387e+02	8.848283440e-02
3.289889221e+02	6.896484643e-02
3.290982056e+02	7.614855468e-02
3.292075195e+02	8.031161875e-02
3.293168335e+02	9.595698863e-02
3.294261475e+02	7.314727455e-02
3.295354614e+02	7.529658079e-02
3.296448059e+02	8.220919967e-02
3.297541199e+02	9.130984545e-02
3.298634644e+02	7.891747355e-02
3.299728088e+02	7.233402878e-02
3.300821533e+02	9.127112478e-02
3.301915283e+02	8.383569866e-02
3.303008728e+02	7.853021473e-02
3.304102478e+02	7.450269163e-02
3.305196228e+02	8.017607778e-02
3.306289978e+02	9.316870570e-02
3.307383728e+02	7.802677155e-02
3.308477783e+02	8.344843239e-02
3.309571533e+02	8.526856452e-02
3.310665588e+02	8.472640067e-02
3.311759644e+02	7.097861171e-02
